Query,Execution Time
query1,0.012481212615966797
query1,0.009331226348876953
query1,0.009189128875732422
query1,0.010355949401855469
query1,0.011825799942016602
query1,0.013861894607543945
query1,0.012155771255493164
query1,0.009528875350952148
query1,0.008312702178955078
query1,0.01870131492614746
query1,0.008601665496826172
query1,0.005810976028442383
query1,0.006033420562744141
query1,0.006354093551635742
query1,0.0069310665130615234
query1,0.0063283443450927734
query1,0.008997201919555664
query1,0.0070002079010009766
query1,0.006672859191894531
query1,0.006215810775756836
query1,0.009484052658081055
query1,0.008002042770385742
query1,0.007773160934448242
query1,0.007915496826171875
query1,0.005813121795654297
query1,0.006825447082519531
query1,0.007520914077758789
query1,0.007611751556396484
query1,0.006417036056518555
query1,0.007258892059326172
query1,0.008010387420654297
query2,0.006337165832519531
query2,0.00635075569152832
query2,0.0060787200927734375
query2,0.0060994625091552734
query2,0.0056154727935791016
query2,0.005705595016479492
query2,0.0064504146575927734
query2,0.0058345794677734375
query2,0.005238056182861328
query2,0.016993999481201172
query2,0.006013631820678711
query2,0.005450248718261719
query2,0.005263090133666992
query2,0.0053822994232177734
query2,0.006336212158203125
query2,0.005613088607788086
query2,0.005854606628417969
query2,0.0050144195556640625
query2,0.0051403045654296875
query2,0.005648374557495117
query2,0.005156993865966797
query2,0.004451751708984375
query2,0.0051784515380859375
query2,0.00511622428894043
query2,0.005502223968505859
query2,0.00502324104309082
query2,0.006448268890380859
query2,0.006006717681884766
query2,0.004676342010498047
query2,0.005007028579711914
query2,0.0052394866943359375
query3,0.006104946136474609
query3,0.005688667297363281
query3,0.0046710968017578125
query3,0.004570960998535156
query3,0.0050601959228515625
query3,0.005220651626586914
query3,0.010269880294799805
query3,0.005009174346923828
query3,0.007002830505371094
query3,0.018956422805786133
query3,0.006275177001953125
query3,0.006002187728881836
query3,0.005003213882446289
query3,0.005987405776977539
query3,0.005996227264404297
query3,0.0070078372955322266
query3,0.00648808479309082
query3,0.005269289016723633
query3,0.005423307418823242
query3,0.005125761032104492
query3,0.0067479610443115234
query3,0.005789995193481445
query3,0.006008148193359375
query3,0.007375240325927734
query3,0.006116628646850586
query3,0.005571603775024414
query3,0.004082202911376953
query3,0.0050389766693115234
query3,0.005643129348754883
query3,0.005242347717285156
query3,0.0061321258544921875
query4,0.006129741668701172
query4,0.006384372711181641
query4,0.00604557991027832
query4,0.006131887435913086
query4,0.006415128707885742
query4,0.0041429996490478516
query4,0.005477428436279297
query4,0.0057718753814697266
query4,0.004463911056518555
query4,0.01640176773071289
query4,0.005255460739135742
query4,0.004114389419555664
query4,0.0059947967529296875
query4,0.005002260208129883
query4,0.006186962127685547
query4,0.005098581314086914
query4,0.005036830902099609
query4,0.005580902099609375
query4,0.004536151885986328
query4,0.006140232086181641
query4,0.005433797836303711
query4,0.005724906921386719
query4,0.005476951599121094
query4,0.0049991607666015625
query4,0.005424976348876953
query4,0.005797147750854492
query4,0.0050182342529296875
query4,0.005566835403442383
query4,0.004803895950317383
query4,0.005479574203491211
query4,0.0060346126556396484
